spkid,e,q,i,moid,moid_ld
54426072,0.3936,0.856,1.70,0.00805,3.13
54426073,0.7409,0.510,11.35,0.184,71.7
54426074,0.3622,1.005,5.58,0.0487,19
54426075,0.4729,1.133,18.76,0.146,56.9
54426076,0.4489,0.744,22.91,0.0301,11.7
54426077,0.3093,0.874,13.99,0.00285,1.11
54426078,0.3558,0.743,8.02,0.00221,0.861
54426079,0.4863,0.809,1.94,0.00582,2.26
54426080,0.2943,0.969,20.49,0.167,64.9
54426228,0.7132,0.511,3.76,0.0386,15
54426232,0.2723,1.068,7.17,0.0984,38.3
54426233,0.4392,1.074,6.41,0.0872,33.9
54426234,0.7491,0.628,27.63,8.79e-06,0.00342
54426235,0.3273,1.131,6.64,0.156,60.6
54426236,0.2390,1.172,22.38,0.191,74.3
54426237,0.3926,0.892,5.51,0.0355,13.8
54426239,0.5260,1.034,6.29,0.0827,32.2
54426240,0.2049,0.917,1.09,0.0139,5.39
54426241,0.4857,1.127,6.58,0.177,69.1
54426463,0.2047,0.830,13.62,0.053,20.6
54426462,0.4264,1.020,10.23,0.0437,17
54426461,0.1247,0.815,5.20,0.0165,6.4
54426464,0.5704,1.265,7.88,0.296,115
54426465,0.4464,0.397,7.03,0.0267,10.4
54426466,0.5908,0.950,0.94,0.00129,0.503
54426467,0.5166,0.893,3.88,0.0418,16.3
54426468,0.4905,0.980,8.71,0.0366,14.3
54426469,0.3491,0.997,11.28,0.0115,4.47
54426470,0.2718,0.995,9.51,0.0102,3.97
54426471,0.7004,0.712,0.46,0.000311,0.121
54426472,0.6926,0.444,5.90,0.0229,8.91
54426474,0.0569,0.938,36.70,0.0526,20.5
54426473,0.7075,0.419,12.07,0.000287,0.112
54426475,0.5594,1.095,2.27,0.113,43.8
54426476,0.3637,1.057,28.05,0.134,52
54426477,0.5687,0.897,2.69,0.00656,2.55
54426740,0.5800,0.894,2.68,0.014,5.44
54426741,0.4662,0.994,1.10,0.0103,4.02
54426742,0.5835,1.077,3.17,0.0903,35.2
54426743,0.3965,0.896,5.47,0.0187,7.29
54426744,0.4444,0.614,4.25,0.00314,1.22
54426745,0.5478,0.898,1.74,0.000126,0.049
54426746,0.3146,1.113,2.42,0.122,47.4
54426747,0.3938,1.035,9.67,0.0567,22.1
54426748,0.6055,1.020,3.48,0.0387,15
54426749,0.8506,0.326,2.16,0.0179,6.98
54426750,0.3682,0.718,17.83,0.0383,14.9
54426751,0.4184,0.652,42.92,0.357,139
54426882,0.2497,1.069,11.61,0.0985,38.3
54426883,0.6090,1.160,14.17,0.205,79.7
54426884,0.6411,0.818,8.68,0.12,46.9
54426885,0.5152,0.695,7.16,0.00549,2.14
54426886,0.4987,1.013,9.61,0.0258,10
54426887,0.5293,1.153,6.22,0.164,63.9
54426888,0.2141,1.166,14.56,0.185,72
54426890,0.6955,0.506,3.77,0.00271,1.05
54426891,0.4011,1.006,7.74,0.0173,6.73
54426889,0.7025,0.611,3.99,0.002,0.777
54426892,0.1625,0.982,6.05,0.043,16.7
54426893,0.0995,0.849,1.07,0.00276,1.07
54426894,0.3844,0.640,16.99,0.0308,12
54426895,0.4771,1.107,6.51,0.123,48
54426896,0.3135,0.941,0.89,0.00511,1.99
54427161,0.8290,0.289,27.94,0.0371,14.4
54427162,0.5466,0.963,2.50,0.011,4.27
54427163,0.1864,0.805,6.53,0.0167,6.51
54427164,0.6783,0.713,6.57,0.0237,9.21
54427165,0.2148,0.858,15.03,0.000482,0.188
54427166,0.6213,0.754,16.30,0.188,73.3
54427167,0.1529,0.767,24.39,0.0197,7.68
54427168,0.3770,0.961,5.85,0.0149,5.79
54427169,0.6625,0.751,4.07,0.0516,20.1
54427170,0.6254,0.551,17.28,0.278,108
54427171,0.3544,1.000,5.58,0.0603,23.5
54427172,0.7789,0.449,2.10,0.0155,6.02
54427174,0.1894,0.939,20.14,0.0749,29.2
54427176,0.7168,0.764,7.43,0.00497,1.93
54427178,0.4194,1.172,5.59,0.184,71.5
54427181,0.5994,1.135,5.10,0.156,60.7
54427182,0.3243,0.829,14.83,0.0447,17.4
54427183,0.1491,0.778,3.39,0.0149,5.79
54427184,0.6993,0.846,12.65,0.0592,23
54427185,0.1528,0.955,0.13,0.000779,0.303
54427186,0.6177,0.969,7.38,0.0373,14.5
54427187,0.0792,1.218,17.00,0.235,91.6
54427296,0.2818,0.932,8.45,0.00127,0.495
54427298,0.5877,0.707,7.69,0.00309,1.2
54427454,0.4369,1.233,14.14,0.267,104
54427464,0.5049,0.859,13.21,0.149,58
54427466,0.3347,1.104,10.37,0.13,50.8
54428352,0.1665,1.048,6.10,0.0475,18.5
54429343,0.5753,0.903,5.18,0.0428,16.7
54429347,0.2810,1.125,27.39,0.242,94.1
54429757,0.5426,0.904,5.90,0.0442,17.2
54427175,0.6513,0.886,1.33,0.000404,0.157
54427177,0.3483,0.668,23.11,0.241,93.8
54427180,0.6135,0.983,1.97,0.0259,10.1
54427297,0.5602,0.845,8.33,0.00458,1.78
54427299,0.1684,0.898,7.95,0.011,4.29
54427300,0.3804,0.750,7.23,0.0262,10.2
54427455,0.8950,0.130,23.39,0.291,113
54427456,0.5203,0.805,21.58,0.0108,4.2
54427458,0.5446,0.553,20.91,0.0454,17.7
54427463,0.3547,0.973,4.89,0.011,4.29
54427465,0.4647,0.499,7.66,0.0156,6.06
54427467,0.2176,0.960,4.94,0.00367,1.43
54427468,0.2925,0.955,8.47,0.0102,3.95
54427469,0.0305,0.949,4.58,0.0178,6.93
54427935,0.5534,0.690,12.57,0.149,57.8
54427936,0.4622,0.826,6.04,0.0111,4.31
54427939,0.6520,0.728,7.36,0.0366,14.2
54427940,0.7204,0.556,15.52,0.257,99.9
54427941,0.2371,0.654,3.35,0.00277,1.08
54427942,0.6872,0.737,1.18,0.000851,0.331
54427943,0.3386,0.770,1.03,0.00414,1.61
54427945,0.4761,0.810,0.70,0.000682,0.265
54427944,0.4649,0.977,5.66,0.00836,3.25
54427946,0.5243,0.934,1.45,0.0151,5.88
54427947,0.7634,0.600,2.99,0.0125,4.85
54427948,0.3817,1.018,8.76,0.0413,16.1
54428347,0.2398,1.137,11.36,0.134,52.1
54428348,0.3026,1.002,15.94,0.0918,35.7
54428349,0.2773,0.781,10.06,0.0921,35.9
54428350,0.1490,1.084,12.29,0.107,41.7
54428351,0.5622,0.841,16.51,0.0284,11.1
54428353,0.3425,0.925,19.23,0.0157,6.11
54428354,0.3796,0.944,3.31,0.0125,4.88
54428355,0.5181,0.929,1.77,0.00839,3.27
54428356,0.3836,0.989,7.77,0.00705,2.74
54428357,0.1994,1.082,28.17,0.0932,36.3
54428524,0.4600,0.793,7.37,0.0244,9.51
54428550,0.0770,1.059,24.85,0.0962,37.4
54428551,0.7415,0.472,31.54,0.052,20.2
54428582,0.6436,0.819,21.94,0.165,64.2
54428583,0.6125,0.709,16.08,0.187,72.6
54428637,0.3317,0.959,19.92,0.0865,33.7
54429268,0.3831,0.535,22.99,0.0386,15
54429269,0.6360,0.357,3.62,0.00472,1.84
54429271,0.2096,1.047,24.03,0.144,56
54429766,0.5950,1.113,23.04,0.19,74.1
54429270,0.6316,0.914,7.13,0.0113,4.39
54429272,0.1860,0.988,10.02,0.0145,5.64
54429344,0.6757,0.919,1.98,0.0132,5.12
54429345,0.1876,1.011,33.13,0.0227,8.82
54429346,0.5539,0.998,6.62,0.022,8.56
54429348,0.2168,0.897,9.10,0.000454,0.177
54429349,0.6665,0.682,7.90,0.0216,8.39
54429350,0.4742,0.930,2.72,0.000483,0.188
54429351,0.4946,0.882,1.75,0.00964,3.75
54429352,0.4690,0.991,3.55,0.00805,3.13
54429476,0.3615,0.749,5.21,0.0197,7.65
54429477,0.3772,1.104,10.50,0.0921,35.8
54429479,0.4255,0.818,3.72,0.000204,0.0793
54429478,0.7004,0.715,5.74,0.00211,0.819
54429480,0.5584,1.093,3.92,0.0954,37.1
54429481,0.4552,0.898,3.99,0.0108,4.2
54429482,0.5506,0.969,15.98,0.013,5.05
54429483,0.1934,0.737,9.08,0.089,34.6
54429635,0.4365,0.981,4.35,0.0383,14.9
54429636,0.0967,1.150,21.94,0.179,69.5
54429637,0.6302,0.866,2.03,0.000251,0.0975
54429638,0.1420,1.074,3.68,0.0766,29.8
54429639,0.3293,0.544,5.88,0.00542,2.11
54429640,0.3453,1.163,30.72,0.173,67.4
54429641,0.5514,0.978,5.80,0.0197,7.65
54429642,0.6846,0.529,14.51,0.128,49.7
54429643,0.6504,0.592,9.46,0.063,24.5
54429644,0.5171,1.095,3.34,0.0967,37.6
54429645,0.1901,0.854,6.57,0.0138,5.36
54429646,0.5180,1.123,13.61,0.139,54.3
54429758,0.5316,1.255,33.42,0.333,130
54429759,0.3039,0.622,18.77,0.0103,4
54429760,0.5214,0.995,2.01,0.00964,3.75
54429761,0.0800,1.012,0.54,0.0292,11.3
54429762,0.4337,0.617,12.51,0.0956,37.2
54429763,0.6369,0.866,18.37,0.119,46.3
54429764,0.5017,0.679,14.71,0.000111,0.0431
54429765,0.1987,1.226,15.33,0.242,94.1
54429767,0.3404,0.991,10.26,0.0172,6.7
54429768,0.6045,0.905,1.18,0.00366,1.43
54429990,0.0429,1.021,5.25,0.0549,21.4
54429991,0.4218,0.991,5.13,0.0739,28.8
54429992,0.1160,0.832,6.34,0.0528,20.5
54429993,0.6423,0.746,7.51,0.011,4.28
54429994,0.3107,0.559,5.38,0.00626,2.44
54429995,0.2364,0.955,5.29,0.0118,4.6
54429996,0.4086,0.845,1.15,0.0047,1.83
54429998,0.5255,1.084,15.33,0.139,54.1
54429999,0.6486,0.858,2.48,0.014,5.44
54430001,0.5738,0.869,11.42,0.0818,31.8
54430000,0.6662,0.744,5.86,0.00385,1.5
54430003,0.6605,1.074,11.39,0.116,45.3
54430002,0.6533,0.648,7.41,0.00454,1.77
54430004,0.3943,0.783,10.52,0.00535,2.08
54430005,0.5507,0.795,8.00,0.0028,1.09
54430096,0.5573,0.933,10.32,0.00839,3.27
54430097,0.6530,0.689,8.60,0.00249,0.969
54430098,0.5866,1.186,54.74,0.192,74.6
54430149,0.7578,0.635,4.71,0.0054,2.1
54430150,0.4308,0.431,11.22,0.0136,5.28
54430152,0.4100,0.659,27.02,0.167,65
54430151,0.5301,0.765,2.44,0.00261,1.02
54430239,0.1548,1.212,24.49,0.286,111
54430240,0.6678,0.659,28.69,0.0411,16
54430241,0.2036,0.919,3.36,0.0087,3.39
54430242,0.6976,0.456,6.97,0.0682,26.5
54430473,0.5043,0.943,8.19,0.0204,7.93
54430476,0.3922,0.490,33.04,0.0292,11.4
54430474,0.2771,0.941,6.59,0.00545,2.12
54430475,0.5058,0.947,5.84,0.00624,2.43
54430477,0.6524,0.812,17.11,0.0656,25.5
54430478,0.5269,1.168,15.19,0.186,72.4
54430669,0.4745,0.980,11.72,0.0155,6.05
54430670,0.4044,0.762,15.26,0.00483,1.88
54430671,0.4444,0.989,2.99,5.42e-05,0.0211
54430717,0.5391,0.813,4.81,0.0005,0.195
54430718,0.4828,0.933,4.05,0.0158,6.17
54430719,0.4150,1.008,5.40,0.0116,4.53
54430720,0.6100,0.958,5.74,0.00705,2.74
54430721,0.1052,0.945,15.34,0.0196,7.61
54430722,0.3240,0.780,8.55,0.00546,2.12
54430723,0.4530,0.804,18.75,0.0221,8.62
54430724,0.4343,1.018,7.84,0.031,12.1
54430725,0.2353,0.736,8.59,0.00282,1.1
54430727,0.2945,1.084,4.54,0.109,42.5
54430726,0.1407,0.795,1.42,0.0033,1.28
54430728,0.3415,0.990,3.11,0.00367,1.43
54430729,0.3655,0.591,5.47,0.0309,12
54430730,0.1626,0.793,7.77,0.0135,5.24
54430773,0.6297,0.805,53.87,0.0803,31.3
54430772,0.0962,0.965,6.87,0.0265,10.3
54430774,0.4489,0.998,2.12,0.00397,1.54
54430775,0.2542,0.879,20.75,0.0207,8.07
54430776,0.3883,0.758,11.16,0.0121,4.69
54430777,0.6588,0.328,3.79,0.0373,14.5
54430778,0.3339,0.951,1.71,0.00025,0.0972
54430779,0.2834,1.021,4.74,0.0258,10
54430870,0.4881,0.938,9.49,0.00632,2.46
54430871,0.3104,0.971,10.20,0.021,8.16
54430872,0.5630,1.079,19.85,0.0857,33.4
54430873,0.5743,0.791,3.21,0.0119,4.64
54430874,0.1543,1.080,8.27,0.0965,37.5
54430947,0.3054,0.576,2.75,0.000613,0.239
54430946,0.3773,1.036,2.75,0.0342,13.3
54431182,0.7985,0.420,8.25,0.0248,9.64
54431181,0.2116,1.099,24.77,0.204,79.2
54431734,0.5621,0.949,3.85,0.0053,2.06
54431815,0.5712,1.155,15.23,0.235,91.5
54431990,0.4354,0.992,1.89,0.0134,5.2
54431183,0.5586,0.458,18.14,0.0572,22.3
54431184,0.3090,0.729,1.71,0.00253,0.985
54431185,0.4611,1.020,4.87,0.0477,18.6
54431308,0.5568,0.924,3.60,0.00243,0.944
54431309,0.3852,1.019,32.69,0.0995,38.7
54431310,0.3552,0.850,3.78,0.021,8.16
54431311,0.6361,0.635,17.36,0.024,9.35
54431312,0.5789,1.049,4.94,0.0702,27.3
54431313,0.6940,0.703,0.90,0.00308,1.2
54431314,0.4147,1.030,4.07,0.0379,14.8
54431315,0.3387,0.866,4.74,0.00832,3.24
54431316,0.6027,0.994,2.93,0.0484,18.8
54431317,0.5189,0.876,4.90,0.00182,0.709
54431484,0.4781,1.074,9.19,0.146,56.8
54431485,0.2622,0.985,2.05,0.0297,11.6
54431486,0.4926,0.470,27.24,0.114,44.5
54431488,0.4715,1.066,12.39,0.0829,32.3
54431487,0.4122,1.165,11.57,0.215,83.7
54431489,0.5707,1.039,1.05,0.0469,18.3
54431490,0.4070,1.152,1.41,0.161,62.8
54431491,0.8874,0.242,7.87,0.0168,6.54
54431492,0.5967,1.128,16.06,0.142,55.2
54431493,0.4509,1.047,8.20,0.0288,11.2
54431494,0.2485,1.044,17.75,0.106,41.1
54431495,0.5485,0.853,6.57,0.0184,7.15
54431496,0.1912,0.724,6.14,0.0015,0.583
54431497,0.3363,0.998,0.96,0.000624,0.243
54431498,0.2205,0.769,5.51,0.0274,10.6
54431499,0.4787,1.046,12.10,0.0427,16.6
54431500,0.1774,0.785,4.86,0.00475,1.85
54431501,0.1389,1.071,24.98,0.077,30
54431502,0.1619,0.782,10.99,0.00546,2.13
54431503,0.3377,0.779,8.32,0.000393,0.153
54431582,0.1452,0.833,9.55,0.0401,15.6
54431583,0.3388,0.807,22.32,0.0142,5.54
54431584,0.2291,0.936,8.56,0.04,15.6
54431585,0.5626,0.821,6.47,0.0308,12
54431586,0.7115,0.764,7.62,0.0528,20.6
54431587,0.2955,0.750,18.30,0.108,42
54431588,0.5904,0.490,39.57,0.411,160
54431589,0.2258,0.966,11.01,0.0752,29.3
54431590,0.5452,0.776,7.71,0.000792,0.308
54431591,0.3153,0.991,3.56,0.00941,3.66
54431619,0.4734,0.862,0.17,0.00115,0.448
54431620,0.2653,1.202,9.24,0.207,80.4
54431621,0.5006,1.223,30.59,0.419,163
54431622,0.2296,0.707,26.65,0.122,47.5
54431623,0.5659,1.161,11.57,0.193,74.9
54431624,0.2899,1.183,1.77,0.185,72.2
54431625,0.0824,1.095,16.16,0.157,60.9
54431626,0.6442,0.364,11.90,0.113,44
54431627,0.5530,0.410,16.01,0.0255,9.94
54431628,0.7219,0.709,3.64,0.055,21.4
54431629,0.5249,1.056,19.70,0.0617,24
54431659,0.3723,1.181,4.94,0.185,72.1
54431692,0.2225,0.987,9.18,0.015,5.83
54431700,0.2525,0.725,31.10,0.0843,32.8
54431755,0.6420,0.920,5.15,0.05,19.4
54431756,0.2923,1.009,4.72,0.0197,7.66
54431772,0.5803,0.927,1.61,0.0183,7.13
54431801,0.3133,1.268,7.44,0.309,120
54431803,0.5281,1.001,3.45,0.0216,8.41
54431802,0.2453,1.167,12.31,0.203,79
54431807,0.3334,0.624,8.95,0.0338,13.1
54431806,0.2375,0.675,6.60,0.0224,8.71
54431804,0.4404,1.222,11.84,0.318,124
54431805,0.7102,0.366,25.01,0.252,98
54431814,0.3858,0.656,18.72,0.237,92.4
54431817,0.2525,0.933,26.14,0.0117,4.56
54431816,0.4071,0.741,25.63,0.133,51.6
54431818,0.5806,1.263,17.31,0.396,154
54431983,0.8288,0.399,15.05,0.187,72.6
54431985,0.5315,0.942,1.60,0.0196,7.63
54431984,0.3045,0.823,3.46,0.027,10.5
54431986,0.0597,0.963,13.40,0.00246,0.957
54431987,0.5041,0.949,7.62,0.000842,0.328
54431988,0.2560,0.944,1.95,0.0035,1.36
54431989,0.7139,0.710,3.17,0.00389,1.51
54431991,0.3942,0.849,1.33,0.00431,1.68
54432216,0.5723,0.911,5.65,0.022,8.56
54432215,0.4797,0.886,5.44,0.0405,15.8
54432218,0.6074,1.044,5.79,0.0617,24
54432221,0.5304,1.043,30.21,0.343,134
54432220,0.5601,0.901,5.31,0.0121,4.71
54432223,0.1689,1.013,6.27,0.0109,4.25
54432225,0.5093,1.065,2.54,0.0788,30.7
54432231,0.5926,0.834,2.67,0.00401,1.56
54432232,0.3204,1.053,13.65,0.0604,23.5
54432233,0.6452,0.908,5.82,0.00238,0.924
54432234,0.5990,1.017,6.51,0.0256,9.97
54432245,0.5595,1.065,15.59,0.0937,36.5
54432336,0.3441,0.626,10.94,0.0345,13.4
54432337,0.4746,0.958,4.64,0.0279,10.8
54432338,0.2804,1.021,5.65,0.0485,18.9
54432340,0.5338,1.032,2.33,0.0259,10.1
54432341,0.5580,1.239,5.01,0.251,97.7
54432457,0.6562,0.697,3.33,0.000472,0.184
54432460,0.3495,1.155,15.90,0.157,61.2
54432462,0.3592,0.977,23.25,0.103,39.9
54432463,0.5809,0.981,1.83,0.0221,8.61
54432464,0.5806,1.061,12.07,0.0659,25.6
54432466,0.1867,1.029,5.54,0.0643,25
54432467,0.3675,0.950,11.67,0.00951,3.7
54432468,0.7151,0.531,15.90,0.244,95
54432470,0.2586,1.266,12.59,0.276,107
54432471,0.4237,0.835,36.13,0.121,47
54432475,0.1413,0.861,10.35,2.97e-05,0.0116
54432476,0.3332,1.003,1.90,0.00339,1.32
54432839,0.7687,0.455,4.01,7.07e-05,0.0275
54432970,0.4802,1.108,9.46,0.119,46.4
54433101,0.2270,1.185,11.10,0.19,73.9
54442146,0.4720,1.200,26.35,0.251,97.7
54432217,0.2096,1.010,2.47,0.00972,3.78
54432222,0.2445,1.007,15.17,0.0216,8.41
54432219,0.3648,1.027,8.96,0.0745,29
54432224,0.5573,0.896,6.02,0.000753,0.293
54432239,0.4232,1.063,10.08,0.0666,25.9
54432246,0.2429,0.978,6.42,0.00964,3.75
54432248,0.3834,1.037,5.06,0.0349,13.6
54432247,0.3870,0.936,11.16,0.0355,13.8
54432339,0.5550,1.192,25.87,0.424,165
54432454,0.5575,0.589,8.20,0.00852,3.32
54432455,0.5655,0.951,10.62,0.0118,4.59
54432456,0.3825,1.041,14.86,0.0658,25.6
54432458,0.8406,0.337,1.27,0.00441,1.72
54432459,0.3493,0.693,11.39,0.0315,12.2
54432461,0.2397,0.953,15.37,0.0124,4.81
54432465,0.0969,0.945,3.35,0.0202,7.88
54432469,0.5526,0.967,3.92,0.0219,8.54
54432472,0.6134,1.079,9.38,0.124,48.2
54432473,0.6175,1.032,3.27,0.0357,13.9
54432474,0.3957,0.929,3.32,0.0284,11.1
54432477,0.7669,0.373,46.63,0.103,40.1
54432837,0.6096,0.597,3.53,0.00825,3.21
54432838,0.3938,1.051,4.96,0.0503,19.6
54432841,0.5510,0.488,11.86,0.0146,5.7
54432842,0.1675,1.065,7.47,0.0768,29.9
54432843,0.1745,1.037,25.48,0.0948,36.9
54432844,0.5244,1.001,7.81,0.0645,25.1
54432968,0.5132,1.239,0.20,0.229,89.1
54432969,0.1856,0.886,24.74,0.0277,10.8
54432972,0.4293,0.895,9.32,0.0892,34.7
54432971,0.5360,0.957,1.75,0.00395,1.54
54433096,0.3692,0.974,16.02,0.0214,8.32
54433097,0.1592,0.887,3.35,0.00683,2.66
54433099,0.2604,0.860,13.69,6.46e-05,0.0252
54433100,0.3311,0.769,17.68,0.00723,2.82
54433098,0.5337,0.983,0.16,0.000703,0.273
54433105,0.2928,0.852,14.44,0.0528,20.5
54433104,0.5830,0.885,7.71,0.000655,0.255
54433103,0.4951,1.015,5.88,0.0291,11.3
54433102,0.2907,1.069,33.64,0.135,52.4
54433325,0.1884,1.013,27.81,0.155,60.2
54433327,0.3709,0.879,16.06,0.0258,10
54433328,0.6027,0.894,8.07,0.0323,12.6
54433330,0.2553,0.956,27.19,0.0796,31
54433329,0.0859,0.934,3.97,0.0348,13.6
54433331,0.1538,0.823,4.53,0.011,4.28
54433332,0.7081,0.832,12.00,0.0502,19.5
54433333,0.3552,0.576,25.79,0.118,45.9
54433334,0.4024,0.637,1.02,5.6e-05,0.0218
54433336,0.5766,1.038,1.37,0.0274,10.7
54433335,0.4991,0.996,5.23,0.0236,9.17
54433337,0.1313,0.919,28.92,0.0732,28.5
54433553,0.6283,0.660,1.23,0.00303,1.18
54433554,0.4903,0.807,13.08,0.00898,3.5
54433555,0.5141,0.801,22.44,0.12,46.8
54433556,0.5097,1.016,12.81,0.0887,34.5
54433557,0.4681,1.003,1.19,0.00341,1.33
54433558,0.4326,1.053,4.87,0.0693,27
54433559,0.2203,0.977,1.76,7.14e-05,0.0278
54433560,0.1739,1.125,36.96,0.17,66.2
54433561,0.1805,0.902,6.94,0.0229,8.91
54433562,0.6140,1.070,8.18,0.0839,32.6
54433563,0.4567,1.224,11.41,0.264,103
54433565,0.5863,0.617,4.01,0.0293,11.4
54433566,0.0488,1.058,6.66,0.0907,35.3
54433567,0.3717,0.751,9.98,0.00644,2.51
54433568,0.2513,0.761,1.78,0.00415,1.61
54433569,0.3578,0.887,18.12,0.0267,10.4
54433730,0.5346,0.939,4.68,0.0117,4.57
54433731,0.0834,0.943,15.69,0.0104,4.03
54433733,0.0881,0.863,14.70,0.023,8.94
54433732,0.4902,0.894,0.19,0.00154,0.599
54433735,0.4568,0.759,5.46,0.05,19.5
54433736,0.2967,0.780,9.26,0.000963,0.375
54433734,0.8464,0.385,7.32,0.00961,3.74
54433737,0.2374,1.032,26.85,0.0994,38.7
54433738,0.5849,0.864,9.12,0.109,42.4
54433739,0.2353,0.840,9.08,0.00664,2.58
54433740,0.5103,1.280,31.08,0.342,133
54433741,0.3296,0.933,6.30,0.0254,9.87
54433742,0.1053,1.195,5.62,0.185,71.9
54433943,0.2633,1.213,12.86,0.284,111
54433944,0.1648,1.200,21.98,0.227,88.2
54433945,0.3610,1.247,11.41,0.284,111
54433946,0.5525,1.102,11.79,0.104,40.5
54433947,0.6317,0.895,1.91,0.0223,8.69
54433949,0.3318,1.207,9.11,0.208,80.9
54433950,0.5671,0.926,11.13,0.000388,0.151
54433951,0.5033,0.954,6.00,0.000799,0.311
54434073,0.5072,1.209,10.14,0.198,77.1
54434074,0.1980,0.726,1.07,0.00775,3.02
54434075,0.1245,1.012,13.82,0.0516,20.1
54434076,0.4038,1.018,8.63,0.0238,9.27
54434077,0.5699,1.289,3.35,0.277,108
54434078,0.2126,0.715,13.65,0.0118,4.59
54434079,0.2009,0.723,3.98,0.0274,10.7
54434080,0.3671,0.740,10.46,0.0194,7.55
54434081,0.1962,0.745,3.65,0.00243,0.946
54434082,0.1714,1.027,2.75,0.0136,5.3
54434339,0.3943,0.919,32.66,0.0354,13.8
54434340,0.2737,1.035,34.82,0.173,67.5
54434341,0.5714,1.115,14.74,0.124,48.1
54434342,0.4238,0.902,28.44,0.00465,1.81
54434343,0.5865,0.734,5.79,0.00479,1.86
54434347,0.1122,0.930,0.81,9.73e-06,0.00379
54434344,0.3407,1.011,9.36,0.00526,2.05
54434345,0.2494,1.006,6.53,0.00703,2.73
54434346,0.5593,0.928,12.38,0.0195,7.57
54434348,0.6137,0.590,15.19,0.251,97.7
54434349,0.0210,1.004,6.18,0.0181,7.04
54434536,0.3361,0.970,9.44,0.00274,1.07
54434537,0.1052,1.025,19.83,0.021,8.17
54434538,0.5130,1.157,19.34,0.181,70.5
54434539,0.3607,0.976,8.15,0.000788,0.307
54434540,0.2156,0.923,11.28,0.0175,6.82
54434762,0.4622,0.904,24.76,0.164,63.8
54434764,0.2998,1.288,24.87,0.455,177
54434766,0.2657,0.897,4.47,0.0557,21.7
54434767,0.2712,1.104,18.66,0.107,41.6
54435000,0.7542,0.685,10.75,0.0539,21
54435730,0.2627,1.024,1.42,0.0174,6.77
54435731,0.4772,1.054,16.82,0.0574,22.3
54466222,0.9919,1.172,97.41,0.573,223
54438499,0.5152,1.094,12.40,0.175,68.2
54438500,0.7015,0.838,16.12,0.0786,30.6
54438662,0.4513,1.026,9.01,0.0906,35.3
54440316,0.0437,1.045,0.90,0.0429,16.7
54434763,0.5625,0.458,0.52,4.22e-05,0.0164
54434765,0.3365,0.672,13.95,0.000437,0.17
54434768,0.0904,0.857,0.86,0.00889,3.46
54434769,0.2991,1.008,5.06,0.011,4.28
54434770,0.6164,0.778,6.46,0.00598,2.33
54435198,0.2496,1.206,10.78,0.196,76.1
54435199,0.3216,0.905,29.37,0.00128,0.498
54435201,0.8168,0.224,15.60,0.00513,2
54435202,0.6536,0.640,7.66,0.0109,4.25
54435203,0.1855,0.782,13.71,0.0928,36.1
54435204,0.3311,1.040,13.67,0.0505,19.6
54435205,0.5135,0.911,1.20,0.000196,0.0765
54435206,0.4749,1.017,6.50,0.0354,13.8
54435207,0.2720,0.917,4.25,0.00158,0.615
54435208,0.2272,1.039,32.78,0.0486,18.9
54435537,0.1421,1.025,10.12,0.0498,19.4
54435538,0.3745,0.502,9.38,0.0406,15.8
54435539,0.6809,0.573,13.10,0.00429,1.67
54435540,0.6225,0.644,5.34,0.0403,15.7
54435541,0.4352,0.983,39.76,0.209,81.2
54435732,0.2628,0.820,11.80,0.00237,0.922
54435948,0.3202,0.539,14.04,0.00627,2.44
54435949,0.2322,0.781,5.70,0.00168,0.655
54435950,0.0343,1.073,10.75,0.102,39.8
54436402,0.3290,0.628,7.29,0.0078,3.03
54436401,0.6144,0.428,24.12,0.0772,30
54436400,0.3104,0.928,27.16,0.156,60.7
54437048,0.3749,0.515,9.67,0.0647,25.2
54437395,0.2293,0.974,13.04,0.00323,1.26
54437981,0.5660,0.912,9.35,0.00244,0.948
54438014,0.5866,0.665,5.55,0.0402,15.6
54438015,0.4750,0.930,5.33,0.0322,12.5
54438016,0.3791,1.011,0.30,0.00195,0.76
54438504,0.5167,1.079,15.92,0.0724,28.2
54438501,0.3710,1.087,26.93,0.113,44
54438503,0.6473,0.742,3.37,0.00124,0.482
54438502,0.1862,0.927,19.05,0.00311,1.21
54438505,0.4419,0.990,8.91,0.00746,2.9
54438506,0.4372,0.888,4.71,0.000796,0.31
54438507,0.5230,0.521,5.67,0.0122,4.75
54438661,0.3420,0.866,2.46,0.00154,0.6
54438664,0.2611,1.065,11.12,0.0623,24.2
54438663,0.5353,1.094,1.80,0.0831,32.3
54438665,0.4928,1.224,3.15,0.22,85.5
54438666,0.5351,0.782,14.11,0.0317,12.3
54438667,0.1255,1.076,12.58,0.0707,27.5
54438668,0.5358,0.901,6.07,0.00859,3.34
54438670,0.2709,0.847,9.67,0.0171,6.64
54438669,0.1645,1.085,12.89,0.0803,31.3
54438671,0.5822,0.528,2.93,0.00898,3.49
54438672,0.4463,0.663,1.44,4.28e-05,0.0167
54438675,0.7859,0.447,2.96,0.00837,3.26
54438674,0.4234,1.020,6.36,0.034,13.2
54438673,0.4088,0.435,5.63,0.00106,0.414
54439134,0.1533,1.027,0.84,0.0137,5.32
54439135,0.5135,0.649,4.47,0.0717,27.9
54439137,0.1974,0.889,12.39,0.0336,13.1
54439315,0.3764,1.011,18.50,0.0265,10.3
